"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX2142739","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674259","","24.66","1","266502","52302114","157051","WGS","GENOMIC","RANDOM"
"SRX2142738","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674258","","85.54","1","1006148","198799620","152601","WGS","GENOMIC","RANDOM"
"SRX2142737","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674302","","95.94","1","1049844","205976839","149360","WGS","GENOMIC","RANDOM"
"SRX2142736","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674297","","115.39","1","1271856","249796450","149367","WGS","GENOMIC","RANDOM"
"SRX2142735","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674348","","157.59","1","1821812","359313297","159853","WGS","GENOMIC","RANDOM"
"SRX2142734","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674266","","148.35","1","1718924","339164775","155793","WGS","GENOMIC","RANDOM"
"SRX2142733","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674267","","141.29","1","1609771","317603090","153142","WGS","GENOMIC","RANDOM"
"SRX2142732","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674262","","143.08","1","1548371","303244964","154834","WGS","GENOMIC","RANDOM"
"SRX2142731","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674257","","130.37","1","1579892","311908435","161891","WGS","GENOMIC","RANDOM"
"SRX2142730","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674232","","138.16","1","1672710","330286494","161929","WGS","GENOMIC","RANDOM"
"SRX2142729","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674255","","139.94","1","1540738","303059867","151034","WGS","GENOMIC","RANDOM"
"SRX2142728","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674250","","135.53","1","1608874","318143922","152661","WGS","GENOMIC","RANDOM"
"SRX2142727","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674249","","132.43","1","1521164","300320869","153137","WGS","GENOMIC","RANDOM"
"SRX2142726","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674230","","192.76","1","2111858","415169963","146016","WGS","GENOMIC","RANDOM"
"SRX2142725","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674231","","98.7","1","1167805","230939757","152631","WGS","GENOMIC","RANDOM"
"SRX2142724","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674226","","102.22","1","1182367","233233669","149471","WGS","GENOMIC","RANDOM"
"SRX2142723","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674229","","119.53","1","1448463","286052821","161917","WGS","GENOMIC","RANDOM"
"SRX2142722","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674028","","113.29","1","1430830","258687888","149199","WGS","GENOMIC","RANDOM"
"SRX2142721","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674027","","118.39","1","1270813","249193573","155724","WGS","GENOMIC","RANDOM"
"SRX2142720","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674225","","122.46","1","1374477","270673640","152340","WGS","GENOMIC","RANDOM"
"SRX2142719","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674224","","124.1","1","1497010","295624717","161909","WGS","GENOMIC","RANDOM"
"SRX2142718","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674026","","112.75","1","1282097","252625791","159700","WGS","GENOMIC","RANDOM"
"SRX2142717","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674024","","122.55","1","1398222","275431494","155803","WGS","GENOMIC","RANDOM"
"SRX2142716","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674023","","198.69","1","2211216","435388624","146047","WGS","GENOMIC","RANDOM"
"SRX2142715","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674022","","89.03","1","1018323","200199653","149414","WGS","GENOMIC","RANDOM"
"SRX2142714","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674021","","138.82","1","1579915","311085484","163216","WGS","GENOMIC","RANDOM"
"SRX2142713","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674020","","103.51","1","1183395","232835091","149477","WGS","GENOMIC","RANDOM"
"SRX2142712","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674019","","108.07","1","1203666","236672650","155801","WGS","GENOMIC","RANDOM"
"SRX2142711","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674018","","93.13","1","1099214","217315885","152595","WGS","GENOMIC","RANDOM"
"SRX2142707","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674218","","152.13","1","1690821","332825587","146062","WGS","GENOMIC","RANDOM"
"SRX2142706","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674216","","165.06","1","1844912","363879584","142492","WGS","GENOMIC","RANDOM"
"SRX2142705","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674215","","184.41","1","2103926","402953081","143962","WGS","GENOMIC","RANDOM"
"SRX2142704","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674214","","80.09","1","943986","186554008","152666","WGS","GENOMIC","RANDOM"
"SRX2142703","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674209","","87.84","1","1019241","200967429","149451","WGS","GENOMIC","RANDOM"
"SRX2142702","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674217","","158.15","1","1841033","363281454","159876","WGS","GENOMIC","RANDOM"
"SRX2142701","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674194","","146.73","1","1588326","311746676","145987","WGS","GENOMIC","RANDOM"
"SRX2142697","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674208","","143.55","1","1570598","309170914","142677","WGS","GENOMIC","RANDOM"
"SRX2142685","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674160","","159.77","1","1740672","341842843","157050","WGS","GENOMIC","RANDOM"
"SRX2142684","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674192","","162.44","1","1772966","348817045","151076","WGS","GENOMIC","RANDOM"
"SRX2142679","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674158","","132.21","1","1478522","289913421","163210","WGS","GENOMIC","RANDOM"
"SRX2142678","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674159","","165.18","1","1791130","351431170","157061","WGS","GENOMIC","RANDOM"
"SRX2142677","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674155","","123.69","1","1430840","282411258","155773","WGS","GENOMIC","RANDOM"
"SRX2142670","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674116","","115.8","1","1283209","253171601","142545","WGS","GENOMIC","RANDOM"
"SRX2142669","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674115","","139.13","1","1517209","297978120","145995","WGS","GENOMIC","RANDOM"
"SRX2142668","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674117","","143.74","1","1531191","296602172","147717","WGS","GENOMIC","RANDOM"
"SRX2142639","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674087","","113.52","1","1249612","245574494","149377","WGS","GENOMIC","RANDOM"
"SRX2142638","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674313","","133.9","1","1538382","303211694","152504","WGS","GENOMIC","RANDOM"
"SRX2142637","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674314","","84.62","1","975734","192356057","149480","WGS","GENOMIC","RANDOM"
"SRX2142636","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674312","","111.85","1","1228659","241194948","143513","WGS","GENOMIC","RANDOM"
"SRX2142632","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674088","","143.58","1","1559505","305656927","145975","WGS","GENOMIC","RANDOM"
"SRX2142598","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674237","","185.29","1","1990925","388592840","147816","WGS","GENOMIC","RANDOM"
"SRX2142581","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674041","","97.81","1","1065483","208651877","143514","WGS","GENOMIC","RANDOM"
"SRX2142580","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674040","","120.66","1","1322433","259251752","143635","WGS","GENOMIC","RANDOM"
"SRX2142579","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674038","","128.06","1","1374809","267586349","147734","WGS","GENOMIC","RANDOM"
"SRX2142578","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674037","","156.83","1","1714105","336976380","146004","WGS","GENOMIC","RANDOM"
"SRX2142577","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674036","","89.03","1","968471","189731585","143524","WGS","GENOMIC","RANDOM"
"SRX2142576","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674034","","244.65","1","2681618","527247465","146009","WGS","GENOMIC","RANDOM"
"SRX2142572","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674033","","143.37","1","1564141","307270236","146003","WGS","GENOMIC","RANDOM"
"SRX2142565","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674035","","118.85","1","1279236","250385820","146021","WGS","GENOMIC","RANDOM"
"SRX2142564","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674042","","127.75","1","1406408","276398221","143515","WGS","GENOMIC","RANDOM"
"SRX2142563","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674031","","123.18","1","1317900","256289219","147716","WGS","GENOMIC","RANDOM"
"SRX2142562","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674025","","147.75","1","1584007","308460152","147718","WGS","GENOMIC","RANDOM"
"SRX2142360","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1674014","","124.58","1","1380251","271663352","146063","WGS","GENOMIC","RANDOM"
"SRX2142286","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673946","","121.06","1","1375335","263234418","143940","WGS","GENOMIC","RANDOM"
"SRX2142200","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673917","","176.68","1","1926889","378728709","145986","WGS","GENOMIC","RANDOM"
"SRX2142199","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673918","","152.65","1","1664584","327015985","146037","WGS","GENOMIC","RANDOM"
"SRX2142198","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673916","","171.37","1","1865966","367193564","142679","WGS","GENOMIC","RANDOM"
"SRX2142197","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673914","","145.74","1","1561025","303039572","147733","WGS","GENOMIC","RANDOM"
"SRX2142196","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673913","","155.2","1","1683517","329872622","145989","WGS","GENOMIC","RANDOM"
"SRX2142195","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673912","","134.72","1","1427693","277845575","147808","WGS","GENOMIC","RANDOM"
"SRX2142194","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673915","","140.63","1","1532585","300754255","145999","WGS","GENOMIC","RANDOM"
"SRX2142193","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673911","","121.44","1","1351995","266632260","142464","WGS","GENOMIC","RANDOM"
"SRX2142192","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673910","","164.99","1","1784514","349609918","145962","WGS","GENOMIC","RANDOM"
"SRX2142191","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673909","","147.22","1","1674331","320445922","143938","WGS","GENOMIC","RANDOM"
"SRX2142190","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673908","","142.14","1","1519188","295592486","147735","WGS","GENOMIC","RANDOM"
"SRX2142189","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673907","","158.05","1","1688864","329329147","147806","WGS","GENOMIC","RANDOM"
"SRX2142188","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673906","","136.98","1","1494901","293757718","145964","WGS","GENOMIC","RANDOM"
"SRX2142187","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673905","","159.87","1","1753756","344791285","145965","WGS","GENOMIC","RANDOM"
"SRX2142186","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673904","","169.66","1","1815611","354051877","147814","WGS","GENOMIC","RANDOM"
"SRX2142185","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673903","","276.04","1","2964035","578499284","147822","WGS","GENOMIC","RANDOM"
"SRX2142139","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673857","","153.14","1","1785314","352262538","146174","WGS","GENOMIC","RANDOM"
"SRX2142138","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673856","","100.76","1","1089216","213562259","145994","WGS","GENOMIC","RANDOM"
"SRX2142137","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673855","","106.92","1","1236694","243984957","146171","WGS","GENOMIC","RANDOM"
"SRX2142136","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673854","","127.34","1","1384784","271998114","146032","WGS","GENOMIC","RANDOM"
"SRX2142135","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673853","","116.26","1","1263595","248260119","146008","WGS","GENOMIC","RANDOM"
"SRX2142134","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673852","","129.76","1","1414691","277863833","145977","WGS","GENOMIC","RANDOM"
"SRX2142133","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673851","","137.54","1","1566894","300001432","143975","WGS","GENOMIC","RANDOM"
"SRX2142132","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673850","","222.67","1","2429276","477830282","142680","WGS","GENOMIC","RANDOM"
"SRX2142127","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673848","","154.71","1","1661324","323177976","147742","WGS","GENOMIC","RANDOM"
"SRX2142126","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673847","","159.59","1","1735223","340842725","146019","WGS","GENOMIC","RANDOM"
"SRX2142125","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673846","","139.79","1","1502618","293894197","145968","WGS","GENOMIC","RANDOM"
"SRX2142124","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673845","","166.22","1","1899242","363831514","143964","WGS","GENOMIC","RANDOM"
"SRX2142123","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673844","","187.8","1","2047143","402199561","145976","WGS","GENOMIC","RANDOM"
"SRX2142122","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673843","","178.6","1","1946730","382294379","146028","WGS","GENOMIC","RANDOM"
"SRX2142121","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673842","","179.79","1","1926556","376019613","147819","WGS","GENOMIC","RANDOM"
"SRX2142120","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673841","","187.07","1","2078273","409026880","146061","WGS","GENOMIC","RANDOM"
"SRX2142119","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673840","","191.26","1","2077564","408230883","142667","WGS","GENOMIC","RANDOM"
"SRX2142118","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673839","","170.07","1","1854989","364454354","146017","WGS","GENOMIC","RANDOM"
"SRX2142117","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673838","","173.22","1","1895163","372576442","146023","WGS","GENOMIC","RANDOM"
"SRX2142113","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673836","","142.6","1","1547829","303533419","145951","WGS","GENOMIC","RANDOM"
"SRX2142112","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673835","","185.16","1","2060391","405579251","146044","WGS","GENOMIC","RANDOM"
"SRX2142111","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673834","","180.94","1","2008197","395189102","146058","WGS","GENOMIC","RANDOM"
"SRX2142110","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673833","","161.78","1","1766395","347047033","146024","WGS","GENOMIC","RANDOM"
"SRX2142109","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673832","","150.1","1","1611735","313841550","147739","WGS","GENOMIC","RANDOM"
"SRX2142108","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673831","","153.09","1","1667813","327615884","145991","WGS","GENOMIC","RANDOM"
"SRX2142107","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673830","","144.86","1","1609973","316811093","146057","WGS","GENOMIC","RANDOM"
"SRX2142106","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673829","","160.37","1","1748617","343557751","145974","WGS","GENOMIC","RANDOM"
"SRX2142105","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673828","","160.06","1","1774680","349225215","146050","WGS","GENOMIC","RANDOM"
"SRX2142104","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673827","","155.64","1","1697965","333638936","145979","WGS","GENOMIC","RANDOM"
"SRX2142103","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673826","","142.35","1","1616706","309207445","143966","WGS","GENOMIC","RANDOM"
"SRX2142102","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673825","","158.14","1","1701952","333196392","146013","WGS","GENOMIC","RANDOM"
"SRX2142101","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673824","","167.61","1","1815867","356524412","142678","WGS","GENOMIC","RANDOM"
"SRX2142100","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673823","","178.28","1","1949995","383262882","146011","WGS","GENOMIC","RANDOM"
"SRX2142099","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673822","","178.31","1","2030901","388940433","143968","WGS","GENOMIC","RANDOM"
"SRX2142098","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673821","","146.69","1","1603389","315052493","145985","WGS","GENOMIC","RANDOM"
"SRX2142097","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673820","","155.34","1","1686355","331822182","142671","WGS","GENOMIC","RANDOM"
"SRX2142096","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673819","","168.93","1","1853934","364361566","145966","WGS","GENOMIC","RANDOM"
"SRX2142095","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673818","","155.31","1","1696760","333372211","145973","WGS","GENOMIC","RANDOM"
"SRX2142094","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673817","","160.99","1","1722605","334576882","147741","WGS","GENOMIC","RANDOM"
"SRX2142093","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673816","","145.42","1","1589456","312315412","145957","WGS","GENOMIC","RANDOM"
"SRX2142092","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673815","","167.85","1","1797247","348518301","147744","WGS","GENOMIC","RANDOM"
"SRX2142091","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673814","","159.79","1","1713893","334302995","147813","WGS","GENOMIC","RANDOM"
"SRX2142090","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673813","","171.64","1","1828657","356214443","147823","WGS","GENOMIC","RANDOM"
"SRX2142089","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673812","","166.96","1","1805008","354335019","142669","WGS","GENOMIC","RANDOM"
"SRX2142088","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673811","","144.33","1","1573263","309133369","146036","WGS","GENOMIC","RANDOM"
"SRX2142087","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673810","","142.84","1","1532128","298229270","147745","WGS","GENOMIC","RANDOM"
"SRX2142086","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673807","","145.27","1","1582628","310946790","145972","WGS","GENOMIC","RANDOM"
"SRX2142085","","Shigella boydii","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673808","","156.59","1","1704791","334789294","145996","WGS","GENOMIC","RANDOM"
"SRX2142084","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS1673806","","151.75","1","1655822","324722032","146051","WGS","GENOMIC","RANDOM"
