Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX1797155,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465117,NA,88.26,1,1139004,225878377,192863,WGS,GENOMIC,RANDOM
SRX1797154,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465116,NA,79.17,1,1030041,204345534,189187,WGS,GENOMIC,RANDOM
SRX1797153,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465115,NA,106.86,1,1119061,218481322,129487,WGS,GENOMIC,RANDOM
SRX1797152,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465114,NA,129.33,1,1620188,320827441,178711,WGS,GENOMIC,RANDOM
SRX1797151,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465113,NA,86.21,1,1081232,214099088,191863,WGS,GENOMIC,RANDOM
SRX1797150,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465112,NA,109.58,1,1294684,255918084,152610,WGS,GENOMIC,RANDOM
SRX1797149,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465111,NA,113.54,1,1344422,265859414,152611,WGS,GENOMIC,RANDOM
SRX1797148,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465110,NA,124.85,1,1497224,296125050,183590,WGS,GENOMIC,RANDOM
SRX1797147,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465109,NA,131.06,1,1496372,295406702,153145,WGS,GENOMIC,RANDOM
SRX1797146,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465108,NA,149.43,1,1674353,328957017,202224,WGS,GENOMIC,RANDOM
SRX1797145,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465107,NA,161.86,1,1734545,340187840,155664,WGS,GENOMIC,RANDOM
SRX1797144,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465106,NA,129.2,1,1574367,311937980,142258,WGS,GENOMIC,RANDOM
SRX1797143,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465105,NA,195.09,1,2386714,472046936,200629,WGS,GENOMIC,RANDOM
SRX1797142,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465104,NA,95.47,1,1184079,234243858,191862,WGS,GENOMIC,RANDOM
SRX1797141,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465103,NA,110.89,1,1441267,286029444,185875,WGS,GENOMIC,RANDOM
SRX1797140,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465101,NA,139.43,1,1675592,331418087,173581,WGS,GENOMIC,RANDOM
SRX1797139,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465102,NA,120.6,1,1526310,275552489,149186,WGS,GENOMIC,RANDOM
SRX1797138,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465100,NA,168.26,1,1948177,384401774,159894,WGS,GENOMIC,RANDOM
SRX1797137,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465099,NA,154.02,1,1803942,356112327,174665,WGS,GENOMIC,RANDOM
SRX1797136,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465098,NA,159.71,1,1809636,356432660,186592,WGS,GENOMIC,RANDOM
SRX1797135,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465097,NA,155.07,1,1794956,354102139,195761,WGS,GENOMIC,RANDOM
SRX1797134,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465096,NA,88.82,1,1150820,228270733,189184,WGS,GENOMIC,RANDOM
SRX1797133,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465095,NA,119.27,1,1507127,298654815,178709,WGS,GENOMIC,RANDOM
SRX1797132,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465094,NA,125.32,1,1340017,261573375,181958,WGS,GENOMIC,RANDOM
SRX1797131,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465093,NA,97.87,1,1221410,241717979,191889,WGS,GENOMIC,RANDOM
SRX1797130,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465092,NA,154.89,1,1789839,353367192,203683,WGS,GENOMIC,RANDOM
SRX1797129,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465091,NA,148.93,1,1714198,338290837,203630,WGS,GENOMIC,RANDOM
SRX1797128,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465090,NA,155.21,1,1889664,374547512,142233,WGS,GENOMIC,RANDOM
SRX1797127,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465089,NA,100.82,1,1211150,239628404,203974,WGS,GENOMIC,RANDOM
SRX1797126,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465088,NA,150.96,1,1767078,348919531,166182,WGS,GENOMIC,RANDOM
SRX1797125,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465087,NA,164.37,1,2026275,401217070,187572,WGS,GENOMIC,RANDOM
SRX1797124,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465086,NA,107.51,1,1341219,265631052,178719,WGS,GENOMIC,RANDOM
SRX1797123,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465085,NA,165.54,1,1890457,371770393,180532,WGS,GENOMIC,RANDOM
SRX1797122,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465084,NA,115.77,1,1374747,271829567,152658,WGS,GENOMIC,RANDOM
SRX1797121,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465083,NA,132.45,1,1507015,296693904,163215,WGS,GENOMIC,RANDOM
SRX1797120,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465082,NA,130.24,1,1605518,317742611,182130,WGS,GENOMIC,RANDOM
SRX1797119,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465081,NA,161.66,1,1875858,369979107,195760,WGS,GENOMIC,RANDOM
SRX1797118,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465080,NA,182.88,1,1994254,391296919,193354,WGS,GENOMIC,RANDOM
SRX1797117,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465079,NA,173,1,1890194,371402471,158908,WGS,GENOMIC,RANDOM
SRX1797116,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465076,NA,161.01,1,1853305,365198128,127392,WGS,GENOMIC,RANDOM
SRX1797115,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465078,NA,163.57,1,1813922,356360795,179577,WGS,GENOMIC,RANDOM
SRX1797114,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465077,NA,193.65,1,2062703,402306204,193283,WGS,GENOMIC,RANDOM
SRX1797113,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465075,NA,105.95,1,1233553,243429598,149405,WGS,GENOMIC,RANDOM
SRX1797112,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465074,NA,142.17,1,1754249,347284397,182131,WGS,GENOMIC,RANDOM
SRX1797111,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465072,NA,139.13,1,1614281,319281541,155583,WGS,GENOMIC,RANDOM
SRX1797110,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465073,NA,159.45,1,1848156,364384631,168479,WGS,GENOMIC,RANDOM
SRX1797109,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465071,NA,87.44,1,1023427,201985192,190763,WGS,GENOMIC,RANDOM
SRX1797108,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465070,NA,143.43,1,1660183,328296002,155592,WGS,GENOMIC,RANDOM
SRX1797107,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465069,NA,191.9,1,2293695,453415877,166272,WGS,GENOMIC,RANDOM
SRX1797106,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465068,NA,127.17,1,1532322,302913561,206709,WGS,GENOMIC,RANDOM
SRX1797104,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465066,NA,114.45,1,1397562,276611779,187549,WGS,GENOMIC,RANDOM
SRX1797103,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465065,NA,135.26,1,1501529,295541375,179620,WGS,GENOMIC,RANDOM
SRX1797102,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465064,NA,140.91,1,1643464,324425910,170295,WGS,GENOMIC,RANDOM
SRX1797101,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465063,NA,153.65,1,1787185,352596133,191665,WGS,GENOMIC,RANDOM
SRX1797100,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465061,NA,125.7,1,1468840,286288329,184390,WGS,GENOMIC,RANDOM
SRX1797099,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465060,NA,146.55,1,1643695,323190221,194239,WGS,GENOMIC,RANDOM
SRX1797098,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465062,NA,150.62,1,1773507,349900055,178921,WGS,GENOMIC,RANDOM
SRX1797097,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465059,NA,154.99,1,1704192,335420771,133221,WGS,GENOMIC,RANDOM
SRX1797095,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465058,NA,178.44,1,2058814,405904798,195744,WGS,GENOMIC,RANDOM
SRX1797094,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465057,NA,109.36,1,1293405,255673448,152626,WGS,GENOMIC,RANDOM
SRX1797093,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465056,NA,90.67,1,1068759,211227873,152651,WGS,GENOMIC,RANDOM
SRX1797092,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465055,NA,97.28,1,1224501,242434385,191860,WGS,GENOMIC,RANDOM
SRX1797089,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465053,NA,145.85,1,1613638,316958849,173758,WGS,GENOMIC,RANDOM
SRX1797088,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465052,NA,101.33,1,1217431,240601924,166980,WGS,GENOMIC,RANDOM
SRX1797087,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465051,NA,129.73,1,1526987,301588692,199818,WGS,GENOMIC,RANDOM
SRX1797086,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465050,NA,123.85,1,1382204,271865574,168310,WGS,GENOMIC,RANDOM
SRX1797085,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465048,NA,87.71,1,1068278,211428484,187542,WGS,GENOMIC,RANDOM
SRX1797084,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465049,NA,111.36,1,1302687,257167186,183700,WGS,GENOMIC,RANDOM
SRX1797081,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465047,NA,105.27,1,1300789,257390078,175555,WGS,GENOMIC,RANDOM
SRX1797080,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1465046,NA,106.7,1,1322321,261929817,188154,WGS,GENOMIC,RANDOM
SRX1796250,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464481,NA,164.68,1,1851056,364723837,157240,WGS,GENOMIC,RANDOM
SRX1796246,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464477,NA,212.98,1,2573092,508973081,166316,WGS,GENOMIC,RANDOM
SRX1796244,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464475,NA,187.57,1,2231939,441179810,188357,WGS,GENOMIC,RANDOM
SRX1796241,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464472,NA,187.07,1,2030197,394759669,126077,WGS,GENOMIC,RANDOM
SRX1796240,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464471,NA,214.31,1,2283949,445089474,193280,WGS,GENOMIC,RANDOM
SRX1796237,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464468,NA,228.44,1,2493154,489666240,158909,WGS,GENOMIC,RANDOM
SRX1796236,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464467,NA,149.96,1,1801229,352600264,208781,WGS,GENOMIC,RANDOM
SRX1796232,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464464,NA,105.7,1,1244309,245894131,152627,WGS,GENOMIC,RANDOM
SRX1796230,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464462,NA,109.19,1,1235311,243344132,186547,WGS,GENOMIC,RANDOM
SRX1796229,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464461,NA,144.1,1,1805193,357493067,177415,WGS,GENOMIC,RANDOM
SRX1796228,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464460,NA,106.53,1,1252310,247214766,152613,WGS,GENOMIC,RANDOM
SRX1796226,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464459,NA,141.52,1,1548511,301069305,226964,WGS,GENOMIC,RANDOM
SRX1796225,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464458,NA,111.63,1,1289020,254381158,152501,WGS,GENOMIC,RANDOM
SRX1796224,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464457,NA,156.17,1,1735964,340984412,181089,WGS,GENOMIC,RANDOM
SRX1796223,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464456,NA,148.94,1,1663779,327374683,196995,WGS,GENOMIC,RANDOM
SRX1796221,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464454,NA,160.09,1,1835961,362050358,203682,WGS,GENOMIC,RANDOM
SRX1796220,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464453,NA,161.51,1,1881376,371293104,198235,WGS,GENOMIC,RANDOM
SRX1796219,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464452,NA,145.28,1,1621661,318897040,194182,WGS,GENOMIC,RANDOM
SRX1796218,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464451,NA,137.45,1,1559136,306793777,163205,WGS,GENOMIC,RANDOM
SRX1796217,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464450,NA,132.32,1,1584377,313309621,190560,WGS,GENOMIC,RANDOM
SRX1796216,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464449,NA,182.04,1,1870342,363843180,130322,WGS,GENOMIC,RANDOM
SRX1796214,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464447,NA,152.37,1,1721524,339033021,201498,WGS,GENOMIC,RANDOM
SRX1796213,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464446,NA,134.38,1,1516269,298386317,203373,WGS,GENOMIC,RANDOM
SRX1796212,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464445,NA,128.78,1,1509321,297545544,178926,WGS,GENOMIC,RANDOM
SRX1796211,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464444,NA,155.07,1,1757531,346013913,155806,WGS,GENOMIC,RANDOM
SRX1796210,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464443,NA,139.57,1,1578442,310704877,186549,WGS,GENOMIC,RANDOM
SRX1796208,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464441,NA,210.05,1,2430723,480030883,203684,WGS,GENOMIC,RANDOM
SRX1796207,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464439,NA,198.64,1,2336966,461487001,164649,WGS,GENOMIC,RANDOM
SRX1796204,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464437,NA,167.48,1,1961207,387399877,179807,WGS,GENOMIC,RANDOM
SRX1796203,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464436,NA,133.13,1,1588373,298913636,238378,WGS,GENOMIC,RANDOM
SRX1796201,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464434,NA,118.52,1,1284140,249044795,226966,WGS,GENOMIC,RANDOM
SRX1796198,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464431,NA,98.21,1,1157020,228578852,152629,WGS,GENOMIC,RANDOM
SRX1796197,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464430,NA,107.44,1,1268913,250901664,152612,WGS,GENOMIC,RANDOM
SRX1796195,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464428,NA,82.21,1,966381,191014471,152667,WGS,GENOMIC,RANDOM
SRX1796194,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464427,NA,108.86,1,1351514,267601329,178782,WGS,GENOMIC,RANDOM
SRX1796192,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464425,NA,102.8,1,1272083,251949640,188155,WGS,GENOMIC,RANDOM
SRX1796190,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464423,NA,146.02,1,1635276,321310662,194250,WGS,GENOMIC,RANDOM
SRX1796189,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464422,NA,119.07,1,1326342,260388391,194241,WGS,GENOMIC,RANDOM
SRX1796185,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464419,NA,131.48,1,1526625,301131573,190757,WGS,GENOMIC,RANDOM
SRX1796184,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464417,NA,155.45,1,1810909,357214229,174655,WGS,GENOMIC,RANDOM
SRX1796181,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464414,NA,171.18,1,1981374,390918762,195762,WGS,GENOMIC,RANDOM
SRX1796180,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464413,NA,178.21,1,2099396,414776446,199817,WGS,GENOMIC,RANDOM
SRX1796177,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464410,NA,187.12,1,2078132,408362741,181106,WGS,GENOMIC,RANDOM
SRX1796176,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464409,NA,179.15,1,2101550,414974525,168492,WGS,GENOMIC,RANDOM
SRX1796174,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464408,NA,234.78,1,2551124,500968919,154817,WGS,GENOMIC,RANDOM
SRX1796145,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464400,NA,143.33,1,1675597,321664068,249371,WGS,GENOMIC,RANDOM
SRX1795995,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464266,NA,84.97,1,999874,197726382,152644,WGS,GENOMIC,RANDOM
SRX1795993,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464264,NA,94.7,1,1119087,221211189,152638,WGS,GENOMIC,RANDOM
SRX1795992,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464263,NA,122.06,1,1381594,272039534,186545,WGS,GENOMIC,RANDOM
SRX1795991,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464262,NA,123.86,1,1427778,280821187,178924,WGS,GENOMIC,RANDOM
SRX1795989,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464260,NA,136.95,1,1567097,308951897,155824,WGS,GENOMIC,RANDOM
SRX1795985,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464256,NA,141.85,1,1747922,346494687,142259,WGS,GENOMIC,RANDOM
SRX1795983,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464254,NA,155.04,1,1799244,354787809,199816,WGS,GENOMIC,RANDOM
SRX1795982,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464253,NA,149.32,1,1750900,345273254,178927,WGS,GENOMIC,RANDOM
SRX1795979,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464250,NA,157.18,1,1817772,358437353,164650,WGS,GENOMIC,RANDOM
SRX1795977,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464483,NA,219.29,1,2569763,506454573,166372,WGS,GENOMIC,RANDOM
SRX1795971,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464244,NA,103.35,1,1222295,241760533,152628,WGS,GENOMIC,RANDOM
SRX1795970,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464242,NA,113.09,1,1378637,272818997,187569,WGS,GENOMIC,RANDOM
SRX1795969,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS1464241,NA,166.39,1,1927706,380303212,146207,WGS,GENOMIC,RANDOM
