ID, file_name,cds,trna,hypothetical protein,transposase,pseudogene,conjuga,phage,fimbrial,plasmid,crispr,resistance,virulence,secretion system
esc_ia1182aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia1182aa_as.fasta.gff,5112,81,807,57,0,22,397,69,36,11,121,10,77
esc_ha7805aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7805aa_as.fasta.gff,4842,83,752,72,0,41,364,70,30,11,115,11,52
esc_ha7806aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ha7806aa_as.fasta.gff,4747,72,721,97,1,60,290,54,40,15,114,11,35
esc_ca4412aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4412aa_as.fasta.gff,4560,70,701,111,0,3,204,63,17,3,108,8,36
esc_ja4001aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4001aa_as.fasta.gff,4899,61,734,61,0,8,328,72,30,11,120,12,66
esc_ja4002aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4002aa_as.fasta.gff,4955,60,727,57,0,15,371,75,24,11,122,9,66
esc_sa6852aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7368879_trimmed.velvet.gff,5044,86,749,64,0,11,374,75,33,11,130,11,69
esc_ra0762aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra0762aa_as.fasta.gff,5023,77,778,49,0,57,367,86,47,11,113,11,50
40345_b01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/40345_B01_contigs_pacbio.fa.gff,5210,95,829,169,0,77,284,63,65,3,116,12,64
esc_ia1628aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia1628aa_as.fasta.gff,5138,81,800,61,0,10,410,78,34,11,125,12,66
esc_ia1628aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4192102_trimmed.velvet.gff,5109,75,815,68,0,10,401,79,34,11,128,12,66
11679_5#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#69.gff,4923,73,733,57,0,27,375,53,38,12,114,11,46
11679_5#68,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#68.gff,4416,81,659,54,0,9,138,68,29,9,116,11,42
esc_la5796aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_la5796aa_as.fasta.gff,4493,62,646,33,0,30,253,51,34,3,110,8,45
esc_sa4451aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7256970_trimmed.velvet.gff,5123,85,821,59,0,18,396,75,35,11,125,12,68
11679_5#63,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#63.gff,5064,84,757,55,0,47,392,75,49,4,116,11,40
11679_5#62,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#62.gff,4774,79,733,65,0,54,276,53,39,12,110,8,55
11679_5#61,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#61.gff,4696,76,685,70,0,41,207,75,36,11,111,11,52
11679_5#60,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#60.gff,4532,67,697,44,0,5,203,64,16,4,112,9,58
11679_5#67,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#67.gff,4507,79,674,66,0,34,176,61,25,11,119,10,40
11679_5#65,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#65.gff,4732,79,717,59,0,38,302,60,32,3,113,8,49
11679_5#64,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_5#64.gff,4723,75,735,80,0,35,190,69,28,2,112,8,47
esc_sa4452aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7256972_trimmed.velvet.gff,4856,76,794,54,0,66,342,59,43,19,108,8,57
esc_ca2890aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca2890aa_as.fasta.gff,5480,75,869,84,1,53,538,74,37,11,122,9,53
40345_a01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/40345_A01_contigs_pacbio.fa.gff,4473,88,633,42,0,8,272,56,20,24,110,8,56
srs3771804,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7827035_trimmed.velvet.gff,4805,85,776,95,0,18,236,55,46,3,106,9,45
esc_ja4521aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR4787292_trimmed.velvet.gff,5106,79,799,60,0,44,445,75,31,11,120,10,69
esc_ja4521aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4521aa_as.fasta.gff,5109,81,780,56,0,45,432,75,32,11,121,10,67
esc_ra2657aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra2657aa_as.fasta.gff,4734,74,770,53,0,17,234,62,24,3,113,8,43
esc_sa6833aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367554_trimmed.velvet.gff,4917,76,859,63,0,57,295,62,39,3,110,8,41
esc_sa6834aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367555_trimmed.velvet.gff,4840,80,994,95,2,52,284,70,39,9,107,12,60
esc_sa6835aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367556_trimmed.velvet.gff,5004,72,1467,65,0,61,222,58,35,2,82,10,35
esc_sa6836aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367557_trimmed.velvet.gff,4555,70,734,35,0,74,235,64,36,11,106,10,48
esc_sa6830aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367551_trimmed.velvet.gff,5030,72,821,86,0,52,354,68,51,11,113,12,52
esc_sa6831aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367552_trimmed.velvet.gff,4902,79,761,81,0,9,374,70,37,10,113,10,45
esc_sa6832aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7367553_trimmed.velvet.gff,5046,85,769,60,0,21,389,77,34,11,122,10,76
esc_ca3824aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca3824aa_as.fasta.gff,5246,76,828,71,0,21,439,77,35,11,124,12,75
esc_ja4619aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4619aa_as.fasta.gff,5029,76,764,56,0,10,386,69,34,11,124,10,65
esc_ja4619aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4787743_trimmed.velvet.gff,4975,79,764,58,0,12,387,69,36,11,122,10,53
7553_7#69,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/ingle2016/annotation/7553_7#69.gff,4945,89,748,46,0,24,415,74,34,11,112,13,66
9475_4#74,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/etec/annotation/9475_4#74.contigs_velvet.fa.gff,4869,90,886,79,0,6,255,75,23,3,115,9,48
esc_ra1237aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra1237aa_as.fasta.gff,4686,71,692,71,0,4,289,52,21,4,110,9,36
11658_7#93,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_7#93.gff,4969,71,769,91,0,37,343,61,34,3,116,9,33
11658_7#93,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_7#93.gff,4969,71,769,91,0,37,343,61,34,3,116,9,33
srs3771734,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7826963_trimmed.velvet.gff,5021,78,758,58,0,7,397,70,25,11,127,10,69
srs3771731,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7826962_trimmed.velvet.gff,4597,83,700,69,0,16,257,62,25,3,108,9,52
srs3771730,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7826961_trimmed.velvet.gff,4506,70,664,32,0,39,215,60,28,4,110,9,58
esc_ra3559aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra3559aa_as.fasta.gff,4454,66,646,33,0,17,187,68,22,12,109,9,47
srs3771736,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7826967_trimmed.velvet.gff,4760,76,714,72,0,34,242,64,29,3,115,8,49
11658_7#95,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_7#95.gff,4689,83,687,67,0,4,267,69,17,3,114,9,47
srs3771739,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7826969_trimmed.velvet.gff,5084,94,755,64,0,12,444,76,34,11,123,10,67
39220_e01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/39220_E01_contigs_pacbio.fa.gff,4563,89,674,56,0,40,225,79,31,11,110,11,46
38344_h01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/38344_H01_contigs_pacbio.fa.gff,4649,84,682,53,0,41,207,57,32,33,110,9,62
esc_ca3782aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca3782aa_as.fasta.gff,5022,74,768,67,0,10,370,69,31,11,123,10,67
esc_ca4349aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4349aa_as.fasta.gff,4990,57,766,57,0,9,342,75,30,11,124,9,66
esc_pa2490aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa2490aa_as.fasta.gff,4956,77,747,55,0,10,359,69,33,11,122,10,67
esc_pa2490aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR6001289_trimmed.velvet.gff,4929,81,747,59,0,10,358,69,33,11,120,10,57
esc_ba8658aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba8658aa_as.fasta.gff,5002,71,754,63,0,9,392,72,30,11,119,10,66
esc_ba2382aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba2382aa_as.fasta.gff,5133,72,771,84,0,9,417,69,30,11,127,10,71
esc_ba7204aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba7204aa_as.fasta.gff,5095,71,771,68,0,11,397,69,32,11,124,10,67
11658_7#96,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_7#96.gff,4548,75,701,54,0,70,180,55,48,11,110,11,40
esc_ca6917aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca6917aa_as.fasta.gff,5169,67,871,64,0,54,420,75,48,11,113,14,39
esc_sa9490aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7501184_trimmed.velvet.gff,4633,80,721,68,0,22,246,62,27,3,108,9,60
esc_ba2728aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba2728aa_as.fasta.gff,5023,64,724,59,0,9,419,77,29,11,128,10,67
esc_ca1126aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1126aa_as.fasta.gff,5116,70,786,69,0,39,381,75,33,11,127,12,77
11679_4#91,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#91.gff,4724,69,737,65,0,47,249,50,39,3,114,9,39
11679_4#91,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11679_4#91.gff,4724,69,737,65,0,47,249,50,39,3,114,9,39
jsil00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314516_trimmed.velvet.gff,4739,61,806,88,0,7,209,72,13,3,115,10,56
jsil00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSIL00000000.fa.gff,4654,40,751,68,0,5,168,82,11,3,111,10,59
esc_na2628aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_na2628aa_as.fasta.gff,4997,85,726,90,0,21,320,72,25,11,115,9,65
jsiq00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSIQ00000000.fa.gff,4861,33,793,58,0,39,251,71,26,8,111,9,58
jsiq00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314510_trimmed.velvet.gff,5676,34,1428,47,0,32,242,49,20,29,103,12,51
jsio00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSIO00000000.fa.gff,4790,29,771,61,0,45,276,49,37,3,110,8,38
jsio00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314512_trimmed.velvet.gff,4853,70,780,76,0,50,290,50,42,3,110,8,39
jsin00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSIN00000000.fa.gff,4349,37,683,44,0,12,158,61,17,9,106,9,55
jsin00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314513_trimmed.velvet.gff,4308,69,668,29,0,12,160,61,17,9,105,9,55
11679_4#92,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11679_4#92.gff,4820,74,750,78,0,54,252,50,49,3,115,8,44
11679_4#92,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11679_4#92.gff,4820,74,750,78,0,54,252,50,49,3,115,8,44
jsij00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSIJ00000000.fa.gff,4620,22,743,48,0,38,193,71,32,2,111,7,49
jsij00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314518_trimmed.velvet.gff,4704,77,728,69,0,39,230,61,33,3,111,7,49
jsii00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR1314519_trimmed.velvet.gff,4865,72,1013,71,0,42,266,65,31,3,101,9,43
jsii00000000,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/salipante2014/annotation/JSII00000000.fa.gff,4809,55,753,120,0,39,261,79,31,3,113,9,48
40295_f01,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/40295_F01_contigs_pacbio.fa.gff,5735,89,754,96,0,7,112,78,19,13,148,10,40
esc_ja4529aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4529aa_as.fasta.gff,4797,57,744,95,1,72,175,84,54,13,109,13,49
esc_ja4529aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4787304_trimmed.velvet.gff,4776,63,893,96,1,73,174,80,52,13,105,13,47
esc_ja4530aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4530aa_as.fasta.gff,4942,72,725,59,0,9,366,77,30,11,122,10,67
esc_ja4530aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4787305_trimmed.velvet.gff,4946,79,811,60,0,9,355,76,31,10,120,10,67
esc_ja4531aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4787306_trimmed.velvet.gff,4905,87,804,59,0,10,321,68,32,10,117,10,65
esc_ja4531aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4531aa_as.fasta.gff,4940,71,746,60,0,9,342,69,31,11,122,10,66
esc_ja4528aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4787301_trimmed.velvet.gff,4923,71,784,53,0,19,306,72,30,11,114,12,77
esc_ja4528aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4528aa_as.fasta.gff,4911,76,753,57,0,19,308,72,30,11,119,12,76
esc_ba5825aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba5825aa_as.fasta.gff,4930,72,749,50,0,9,342,69,29,11,121,10,66
esc_ca5721aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca5721aa_as.fasta.gff,5347,67,934,61,0,45,449,75,40,11,125,12,81
esc_ba4768aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba4768aa_as.fasta.gff,5134,64,795,78,0,10,424,69,33,11,125,10,67
esc_ca1798aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca1798aa_as.fasta.gff,5047,75,767,61,0,9,387,69,32,11,128,10,68
esc_ba0059aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba0059aa_as.fasta.gff,5042,83,771,61,0,14,391,69,31,11,124,10,72
esc_ba0505aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ba0505aa_as.fasta.gff,5070,68,757,54,0,9,430,76,24,11,126,10,69
esc_ca4431aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ca4431aa_as.fasta.gff,5155,79,783,67,0,44,420,79,43,11,123,12,68
esc_aa8977aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_aa8977aa_as.fasta.gff,4937,62,748,59,0,7,345,72,28,11,121,10,67
esc_aa9322aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_aa9322aa_as.fasta.gff,5093,72,771,71,0,10,410,69,32,11,127,10,67
esc_sa2222aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7186892_trimmed.velvet.gff,4981,79,848,56,0,13,336,77,33,10,115,9,66
srs1791230,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR5006394_trimmed.velvet.gff,4451,70,677,75,0,20,173,60,28,13,110,8,58
9803_5#24,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/murray/9803_5#24.gff,4517,83,754,48,0,14,221,63,25,14,109,8,23
esc_ra4213aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra4213aa_as.fasta.gff,4963,85,724,73,0,45,312,71,38,11,116,9,63
esc_ra4214aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ra4214aa_as.fasta.gff,4986,73,709,57,0,15,392,69,24,11,115,9,74
esc_ja3874aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3874aa_as.fasta.gff,4971,73,761,59,0,9,346,69,31,11,122,10,67
esc_ja3874aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR4897300_trimmed.velvet.gff,4972,88,786,59,0,10,343,69,32,11,121,10,67
11657_5#29,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#29.gff,4952,76,783,79,0,51,277,64,44,4,118,10,71
11657_5#28,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#28.gff,4599,70,677,70,0,54,203,49,40,3,112,11,39
11657_5#23,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#23.gff,4752,72,725,73,0,40,231,60,32,4,115,9,63
11657_5#22,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11657_5#22.gff,4804,73,725,77,0,35,322,61,35,3,110,9,32
11657_5#22,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#22.gff,4804,73,725,77,0,35,322,61,35,3,110,9,32
11657_5#21,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#21.gff,4364,75,633,16,0,3,201,74,13,12,109,10,41
11657_5#20,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#20.gff,4649,78,705,52,0,51,188,55,40,11,112,9,48
11657_5#26,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#26.gff,4555,73,681,65,0,5,190,61,16,3,112,8,46
11657_5#25,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#25.gff,4616,80,704,56,0,6,224,61,16,12,111,11,45
11657_5#24,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11657_5#24.gff,4881,73,735,89,0,37,330,61,35,3,114,9,32
11657_5#24,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11657_5#24.gff,4881,73,735,89,0,37,330,61,35,3,114,9,32
esc_ia7101aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia7101aa_as.fasta.gff,5083,76,753,81,0,38,426,68,34,12,119,9,63
esc_ga9662aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9662aa_as.fasta.gff,5190,74,796,64,0,22,462,79,34,11,130,12,75
52363_g02,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/nctc/annotation/52363_G02_contigs_pacbio.fa.gff,5121,101,799,196,0,13,320,68,32,13,122,11,34
esc_ga9661aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ga9661aa_as.fasta.gff,4946,83,735,59,0,9,410,76,33,11,121,10,53
esc_sa5753aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR7285522_trimmed.velvet.gff,5083,76,857,65,0,43,374,82,33,11,112,10,41
esc_sa5744aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR7285511_trimmed.velvet.gff,5003,85,885,60,0,21,358,69,30,11,116,9,69
11658_4#85,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/bsac/11658_4#85.gff,4737,73,715,71,0,38,254,47,42,3,115,10,40
11658_4#85,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/brodrick2017/11658_4#85.gff,4737,73,715,71,0,38,254,47,42,3,115,10,40
esc_ja3877aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897307_trimmed.velvet.gff,4832,74,833,63,0,52,253,79,57,10,106,11,53
esc_ja3877aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja3877aa_as.fasta.gff,4816,71,759,62,0,55,258,79,57,11,111,11,51
esc_sa5754aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR7285523_trimmed.velvet.gff,5023,78,766,72,0,10,358,72,33,11,127,10,66
srs1800557,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR5023732_trimmed.velvet.gff,4261,64,658,43,0,15,169,60,13,11,105,8,25
esc_ia6957aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ia6957aa_as.fasta.gff,4926,74,739,64,0,23,361,75,24,11,117,10,73
esc_ma8832aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_3_4/annot/SRR5470154_trimmed.velvet.gff,4740,78,754,69,0,25,259,73,35,11,113,12,39
esc_ma8832aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8832aa_as.fasta.gff,4743,73,734,65,0,25,264,73,35,11,114,12,40
esc_sa3522aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_7_long/annot/SRR7230164_trimmed.velvet.gff,5071,80,1205,62,0,9,350,65,33,10,105,7,45
esc_ja4122aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ja4122aa_as.fasta.gff,4767,65,721,81,0,39,227,61,29,12,113,8,66
esc_ja4122aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_1_2/annot/SRR4897829_trimmed.velvet.gff,4760,78,755,77,0,39,228,60,31,12,111,8,63
esc_ma8335aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_ma8335aa_as.fasta.gff,4942,71,755,43,0,43,376,78,36,11,114,11,45
esc_pa5115aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/downloaded/ecoli_mobilome_5_6/annot/SRR6051939_trimmed.velvet.gff,4799,73,720,53,0,9,316,71,31,10,119,12,68
esc_pa5115aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5115aa_as.fasta.gff,4865,72,727,55,0,8,318,72,30,11,120,12,65
esc_pa5114aa_as,/lustre/scratch118/infgen/team216/gh11/e_coli_collections/genomes/enterobase/human/annotation/esc_pa5114aa_as.fasta.gff,5015,79,769,59,0,10,375,69,32,12,121,10,65
